eps,optimal_theta,R,h_XZ,h_XY,h_Fe
0.1767676796969697,1.1243738359284647,0.022433474463797384,0.8308649537772921,0.6729546326927812,0.5251148676109263
0.18181818454545454,1.0861531944927982,0.020388343973657543,0.8367294146105333,0.6840384412684799,0.5127672646931289
0.18686868939393939,1.0495931091904656,0.018523952462033744,0.8424537066120626,0.6948748478517134,0.5005005935322396
0.19191919424242423,1.0145590525468045,0.016823598459608437,0.8480402394951904,0.7054690453527173,0.4883161751066568
0.19696969909090908,0.9809267936576722,0.015272337601894186,0.853492886204233,0.7158259350723924,0.4762153651987123
0.20202020393939393,0.9485883505167051,0.013856763575672991,0.8588148235017644,0.72595014880939,0.4641995557228974
0.20707070878787878,0.9174471693047963,0.012564821009412228,0.8640092301680331,0.7358460687470125,0.45227017612319675
0.21212121363636363,0.8874210669802094,0.011385644997552189,0.8690780825689508,0.7455178453905997,0.44042869484423564
0.21717171848484848,0.8584294018812976,0.010309422934705584,0.8740251236551473,0.7549694137873659,0.4286766208813279
0.22222222333333333,0.8304032649511188,0.009327275121057644,0.8788529177382141,0.7642045082282534,0.4170155054149778
0.22727272818181818,0.8032875418739834,0.008431151227604298,0.8835620603205013,0.7732266756041271,0.4054469435358561
0.23232323303030303,0.7770170116478899,0.007613740214407478,0.8881571831023557,0.7820392875656341,0.39397257606684316
0.23737373787878788,0.7515461011924592,0.006868391704533145,0.8926390413166959,0.790645551616554,0.38259409148931045
0.2424242427272727,0.7268282753042715,0.006189047149342456,0.8970097219644962,0.7990485212538672,0.37131322798150435
0.24747474757575755,0.7028205329560878,0.005570179388765143,0.901271343338891,0.8072511052536053,0.3601317755776358
0.2525252524242424,0.6794852343327707,0.005006739436529245,0.905425476876635,0.8152560761893901,0.34905157845712564
0.25757575727272725,0.6567831816240502,0.004494109501784096,0.9094748212920536,0.8230660782601278,0.33807453737438564
0.2626262621212121,0.6346864232561024,0.004028061408555666,0.9134198591137499,0.830683634494314,0.32720261224058145
0.26767676696969694,0.6131635451468633,0.0036047197056564622,0.9172625376803666,0.8381111533905985,0.3164378248699936
0.2727272718181818,0.5921871904537581,0.003220528857732184,0.9210042915740301,0.8453509350474997,0.30578226190494323
0.27777777666666664,0.5717279262596924,0.002872224001968762,0.9246475156940789,0.85240517682926,0.2952380779347521
0.2828282815151515,0.5517675872999807,0.002556804824361629,0.9281922237865822,0.8592759786096935,0.28480749882591844
0.28787878636363634,0.5322842178350022,0.0022715121760936326,0.931639749472327,0.8659653476313808,0.2744928252826381
0.2929292912121212,0.5132543378965361,0.00201380709733176,0.9349921075501002,0.87247520301361,0.2642964366590198
0.29797979606060604,0.494660479621805,0.0017813519666039198,0.9382501467339668,0.8788073799390028,0.25422079504686845
0.3030303009090909,0.476485150958888,0.00157199352633979,0.941414990477816,0.8849636335456935,0.2442684496658296
0.30808080575757574,0.45871234645028314,0.0013837475710662865,0.9444876494302443,0.890945642549233,0.23444204158602028
0.3131313106060606,0.4413262801462029,0.001214785110653106,0.9474692930551328,0.8967550126159913,0.22474430881713842
0.31818181545454544,0.4243129181046391,0.0010634198452102023,0.950360876679564,0.9023932795077061,0.2151780918025139
0.3232323203030303,0.4076594297155483,0.0009280968084845535,0.9531632589223454,0.9078619120149432,0.20574633936176207
0.32828282515151513,0.3913533634783507,0.000807382054194197,0.955877371228511,0.9131623146955411,0.19645211513177793
0.33333333,0.3753832542639344,0.0006999532748803184,0.9585040690472408,0.918295830432617,0.18729860456293249
0.33838383484848483,0.35973866346438893,0.0006045912559828758,0.961044116833253,0.9232637428253614,0.17828912253571266
